date,username,text
2013-12-23 01:24:35,phumyatmon,Cute :heart_suit::heart_suit: :)
2014-12-16 10:12:58,giftsnsuchsg,:) my pleasure! So want to go for it but l m so bz during this season.....
2014-12-16 09:59:05,uniquegrabs,"@giftsnsuchsg Thank you so much for your well wishes, Mrs Chan! :)"
2014-12-16 08:34:55,giftsnsuchsg,All the best!
2014-12-16 02:09:05,uniquegrabs,#cardmaking #christmas #handmadecard #workshop #scanteaksg #papercrafts #crafts #stationery #uniquegrabs
2014-12-23 07:49:57,qubabeel,hermes爱好者加wechat:aifeihermes沟通
2014-12-19 23:03:11,daddywongkee,#trickeye #chistmas #snowglobe
2014-12-19 23:01:43,daddywongkee,#scanteaksmile
2014-12-18 22:59:48,cherrychoo,wow!
2017-07-07 04:11:51,littlejaipur,Hi! Looks like we will be doing business in future haha!
2015-03-01 13:17:31,cherrychoo,exactly my thoughts. pink polka dot chair will be most ideal haha
2015-03-01 02:09:35,queen_ededala,@cherrychoo cannot help thinking of you and polka dots. Though you would have preferred pink instead I think.
2015-02-28 21:36:56,cherrychoo,nice! polka dots! :smiling_face_with_heart-eyes:
2016-09-15 02:05:51,the.eventstore.asia,:thumbs_up_medium-light_skin_tone:
2015-10-01 12:53:41,savereign,Amazing :clapping_hands_medium_skin_tone::clapping_hands_medium_skin_tone::clapping_hands_medium_skin_tone:
2015-07-14 22:41:39,d0ng3rs,What do you think of this? @stephlimmss
2015-07-14 19:20:52,hpu3m,@eternalgluck zhong kan bu zhong yong
2015-07-14 17:24:22,farizskywalker,@hellonoraa the coffee table though
2015-07-14 16:49:38,whereisredz,Love it!
2015-07-14 15:53:43,janeboyjane,i wan @hpu3m @theminiloft
2015-09-24 01:36:18,outofxfashion,yep!
2016-04-29 09:18:43,nordikspace,Gorgeous! Love it!
2016-03-12 12:01:36,scanteaksg,"@sallytumultuous the pleasure was ours! :) We're glad you were happy with Andy's service, and will definitely pass on your compliments to him. Have a great weekend! :hugging_face:"
2016-03-11 17:56:26,sally_salubrity,Thank you for the feature @scanteaksg special thanks to the superb staff at park mall. Forgive us if we got his name mixed up but i believe his name is Andy. Tell him we say :waving_hand_medium_skin_tone: :face_with_tears_of_joy::person_gesturing_OK_medium_skin_tone:
2016-04-29 09:23:40,nordikspace,Great post
2016-03-17 15:37:46,doguerabrand,Cuuute
2016-03-21 12:35:57,scanteaksg,@lookbox_living thanks! We can't wait to start doing full-size versions too!
2016-03-19 01:56:48,freshideasbox,fantastic!
2016-03-18 16:52:59,lookbox_living,So cool!! Can't wait to see them in the windows!
2016-03-31 17:58:25,scanteaksg,@claudialopezsings isn't it just? :)
2016-03-31 06:50:42,claudialopezsings,This is wonderful :)
2016-03-30 20:38:23,scanteaksg,"@nadon thanks for letting us! We love that you love our products, and we do hope that they'll serve you and your family well for years to come! :smiling_face_with_smiling_eyes:"
2016-03-30 12:42:20,jack.wegner,Cool :folded_hands:
2016-03-30 11:02:37,nadon,Thanks for the feature! Loveeee your products. :smiling_face_with_heart-eyes: Even my dining table and chairs are from scanteak!
2020-05-25 12:54:14,edadarling,Hi how much this  sofa
2016-04-07 08:27:00,kaiser.kelvin,Have a great day @visualtroop
2016-04-07 02:12:31,thewatchmerchant,Nice. Don't forget to use #watchmerchant to get your shots featured on our page :thumbs_up:
2016-04-20 08:54:06,deliveright,Thank you for a great content
2016-06-05 16:01:13,scanteaksg,@nakspud yes! We've got very limited pieces left though :)
2016-06-05 15:52:30,nakspud,"@scanteaksg hi, is this still available?"
2016-04-25 14:17:13,an_objectifixation,Great stuff.
2016-04-24 05:39:46,projectpangaia,Inspiring!
2016-05-10 00:51:31,emagicalmoment,:beaming_face_with_smiling_eyes: Amazing!
2017-10-14 20:42:31,amy_toi,#scanteaksg #prologue #designcollaborative #outofstock #catsofinstagram #felixthegangsta #feelathome
2016-05-17 17:15:39,amy_toi,@scanteaksg Sure:smiling_cat_with_heart-eyes:
2016-05-17 17:00:06,scanteaksg,This is adorable! :smiling_cat_with_heart-eyes: Thanks for purchasing the Prologue sofa - we hope it will serve you and your family (and Felix) for years to come. Can we repost this? It's too cute to not share! :grinning_cat_with_smiling_eyes:
2016-05-05 19:27:03,bumblewan,Awww...so cute felix.
2016-05-17 18:21:30,pinprestige,".
.
.
.
.
#pinprestige #scanteak #scanteakSG #maxmara #audemarspiguet #portrait #chinesemagazine #redefiningluxe #luxurylifestylemagazine #feature #watch #watches #watchesofinstagram"
2018-10-11 09:13:09,hajjahmar,Hi!May I know what is the price for this queen bed?
2016-05-28 19:58:51,stendigcalendar,:raising_hands::raising_hands:
2016-12-02 12:11:41,scanteaksg,"@love_youngandwild it depends on the size you require, but please feel free to get a quotation via our website at www.scanteak.com.sg for more sizes and product details :) this particular model is the SLANK dining table."
2016-12-02 09:01:39,love_youngandwild,How much is the wood table?
2016-06-02 01:39:39,_mylittlewish,:purple_heart::purple_heart::purple_heart:
2016-06-18 23:52:11,thewedgeasia,:smiling_face_with_smiling_eyes:
2016-06-10 11:55:50,jamiewolfond,!!!
2016-06-10 15:11:35,huiyi22,Sweet dreams are made of these :rainbow:
2019-04-26 09:26:14,scanteaksg,@lianaalin Hi there! Yes it is the Koniska Coffee table :) You can find it via this link - https://scanteak.com.sg/products/koniska-coffee-table
2019-04-24 13:53:53,lianaalin,Hi is this the koniska coffee table?
2017-04-10 17:30:51,rahdyn,@nadeeaannaa
2017-03-14 11:11:35,scanteaksg,@koko.rozie yup it is!
2017-03-13 22:56:20,roziana____,Is this the villa sofa?
2016-09-03 12:39:58,erica_m_williams,Impressive content!
2016-09-03 12:12:40,amesinteriors,:yellow_heart:
2016-11-05 20:17:55,scanteaksg,@jarrodstone have a cup on Scanteak ;)
2016-11-05 11:19:56,kakikopigeng,@jarrodstone come on down to Suntec City East Atrium. We're here till tomorrow! :)
2016-11-04 10:11:59,jarrodstone,I want !
2016-11-13 19:51:25,favesofficial,:smiling_face_with_smiling_eyes:
2017-04-04 11:55:51,artoutreachsingapore,Cute!
2016-12-16 11:38:59,awildexploration,#awildexploration #popupshop #popup #illustrator #sgdesign #greetingcards #Christmas #xmas #gift #giftideas #totebags #canvasbag #scanteaksg #ngeeanncity #orchardroad #sgchristmas #christmas2016
2017-01-30 02:49:25,woodskinpro,:growing_heart:
2017-03-03 18:24:08,rsteth,:OK_hand:
2020-12-14 11:23:58,zarinss,"Hi, i love this set.  Still available?"
2020-05-15 09:57:20,8thflour,"Hi, is this available? Can't find them in the website.. Thanks! @scanteaksg"
2018-07-29 02:13:46,keenxsan,how much is the 3 seater furniture?
2018-03-12 15:22:57,dmienchw,Can all the fabric be removed for washing?
2017-04-24 21:41:27,planeandbevel,Nice :grinning_face_with_smiling_eyes: !!!!!
2017-05-26 11:49:43,printinfinito,Nice!
2017-05-20 00:15:34,bluuburrr,:thumbs_up: :lemon:
2019-08-06 18:53:09,d4nt4n,When can I get the cushion covers tho?
2017-07-05 19:30:31,yayokaryoseno,Mantolnya keren... :D
2017-07-14 22:26:33,scanteaksg,"We LOVE how that the whole house looks - especially that dining table setting! Happy Hari Raya, guys! :hugging_face::hugging_face:"
2017-07-15 10:36:35,sri_freda,Curlass!!!! lah i like
2017-07-15 04:49:49,iedajaafar,Cantik...
2017-07-14 23:43:14,bunga_lavenders,Cantiknyaa:smiling_face_with_heart-eyes:
2017-07-14 23:16:48,nadiahhhnasir,Cantik rumah aunty :sparkling_heart:
2017-09-09 13:41:21,sophiawenpp,Do you have the display for this sofa/daybed at westgate? @scanteaksg
2017-09-03 00:16:55,ballbags,@scanteaksg yes really in love with this sofa. Thank you for your kind words. :smiling_face_with_heart-eyes:
